frames since last update;coins collected;deaths;levels beaten;score gathered;move count (no action, left, right, jump);!world name
1000;4;0;0;20;[22, 20, 923, 35];levels/training_1_110.txt
56;2;0;1;110;[3, 1, 46, 5];levels/training_9.txt
118;4;1;1;110;[1, 2, 105, 9];levels/training_351.txt
826;4;0;0;20;[24, 24, 744, 34];levels/training_1_110.txt
1000;6;0;0;30;[21, 30, 915, 34];levels/training_1_11.txt
1000;1;0;0;5;[25, 23, 379, 573];levels/training_1_68.txt
1000;2;1;0;0;[16, 27, 927, 30];levels/training_23.txt
66;3;0;1;115;[0, 1, 56, 8];levels/training_434.txt
97;3;1;1;105;[1, 4, 79, 12];levels/training_949.txt
62;0;1;1;100;[1, 0, 53, 7];levels/training_104.txt
648;5;11;1;100;[17, 18, 555, 57];levels/training_188.txt
127;3;1;0;10;[3, 4, 103, 17];levels/training_1_46.txt
170;3;1;1;105;[8, 6, 138, 17];levels/training_62.txt
830;1;0;0;5;[27, 22, 756, 25];levels/training_209.txt
109;2;0;1;110;[2, 3, 91, 12];levels/training_439.txt
117;2;0;1;110;[0, 3, 105, 8];levels/training_65.txt
61;2;0;1;110;[1, 1, 51, 7];levels/training_702.txt
60;2;0;1;110;[1, 1, 50, 7];levels/training_594.txt
653;8;0;0;40;[16, 14, 606, 17];levels/training_978.txt
1000;3;0;0;15;[18, 28, 930, 24];levels/training_786.txt
126;5;1;1;115;[3, 5, 109, 8];levels/training_739.txt
874;2;0;0;10;[15, 30, 803, 26];levels/training_748.txt
1000;1;0;0;5;[30, 30, 912, 28];levels/training_273.txt
1000;6;7;0;15;[23, 19, 909, 49];levels/training_724.txt
1000;2;3;0;0;[39, 28, 889, 44];levels/training_436.txt
1000;1;0;0;5;[21, 19, 928, 32];levels/training_485.txt
132;6;1;1;120;[9, 5, 87, 30];levels/training_1_70.txt
208;4;6;1;110;[3, 2, 147, 55];levels/training_1_62.txt
660;1;0;0;5;[18, 19, 605, 18];levels/training_890.txt
1000;1;0;0;5;[21, 26, 924, 29];levels/training_496.txt
60;3;0;1;115;[3, 2, 50, 4];levels/training_256.txt
56;1;0;1;105;[1, 2, 46, 6];levels/training_833.txt
88;3;0;1;115;[2, 3, 76, 6];levels/training_1_7.txt
796;3;0;0;15;[21, 12, 740, 23];levels/training_384.txt
1000;3;0;0;15;[31, 21, 917, 31];levels/training_393.txt
238;7;2;1;115;[15, 9, 180, 33];levels/training_674.txt
762;2;0;0;10;[16, 21, 705, 20];levels/training_341.txt
80;1;0;1;105;[2, 2, 68, 7];levels/training_177.txt
920;11;9;0;15;[30, 16, 799, 75];levels/training_646.txt
1000;2;0;0;10;[21, 26, 925, 28];levels/training_552.txt
49;3;0;1;115;[0, 0, 44, 4];levels/training_178.txt
520;4;16;1;100;[11, 11, 430, 67];levels/training_50.txt
114;5;0;1;125;[2, 3, 100, 8];levels/training_740.txt
317;0;0;0;0;[8, 7, 290, 12];levels/training_373.txt
1000;3;0;0;15;[26, 14, 933, 27];levels/training_735.txt
150;4;3;1;115;[2, 8, 122, 17];levels/training_45.txt
850;9;6;0;15;[23, 30, 764, 33];levels/training_573.txt
1000;2;0;0;10;[24, 21, 927, 28];levels/training_819.txt
47;0;0;1;100;[1, 1, 41, 3];levels/training_56.txt
117;5;0;1;125;[1, 3, 98, 14];levels/training_1_168.txt
75;4;0;1;120;[6, 1, 59, 8];levels/training_631.txt
487;7;17;1;105;[16, 13, 405, 52];levels/training_315.txt
71;0;0;1;100;[1, 5, 52, 12];levels/training_847.txt
68;3;0;1;115;[0, 4, 52, 11];levels/training_875.txt
135;3;0;0;15;[5, 1, 125, 4];levels/training_214.txt
59;2;0;1;110;[2, 1, 46, 9];levels/training_97.txt
105;0;0;1;100;[1, 4, 84, 15];levels/training_731.txt
836;3;0;0;15;[24, 24, 722, 66];levels/training_1_152.txt
75;5;0;1;125;[2, 2, 61, 9];levels/training_696.txt
58;1;0;1;105;[2, 0, 46, 9];levels/training_548.txt
54;2;0;1;110;[1, 1, 45, 6];levels/training_540.txt
90;1;0;1;105;[2, 9, 68, 10];levels/training_29.txt
65;4;0;1;120;[2, 1, 55, 6];levels/training_782.txt
658;1;0;0;5;[18, 23, 595, 22];levels/training_818.txt
1000;2;0;0;10;[30, 35, 907, 28];levels/training_166.txt
158;0;0;1;100;[3, 4, 143, 7];levels/training_914.txt
842;6;1;0;25;[23, 20, 778, 21];levels/training_345.txt
50;3;0;1;115;[2, 0, 45, 2];levels/training_867.txt
950;0;19;0;0;[22, 23, 883, 22];levels/training_472.txt
1000;4;0;0;20;[30, 25, 914, 31];levels/training_1_44.txt
172;1;0;1;105;[4, 2, 156, 9];levels/training_727.txt
272;3;2;1;105;[6, 10, 233, 22];levels/training_961.txt
129;2;0;1;110;[1, 2, 118, 7];levels/training_818.txt
427;1;0;0;5;[12, 11, 390, 14];levels/training_632.txt
712;3;9;1;100;[22, 14, 615, 60];levels/training_859.txt
172;2;1;1;100;[5, 5, 149, 12];levels/training_726.txt
116;5;1;0;15;[3, 4, 94, 15];levels/training_2.txt
66;1;0;1;105;[2, 2, 55, 6];levels/training_834.txt
58;3;0;1;115;[1, 0, 50, 6];levels/training_658.txt
87;1;0;1;105;[2, 3, 74, 7];levels/training_391.txt
70;2;0;1;110;[6, 0, 57, 6];levels/training_761.txt
102;1;0;1;105;[1, 1, 90, 9];levels/training_380.txt
106;2;0;1;110;[2, 2, 93, 8];levels/training_504.txt
511;3;4;0;0;[17, 8, 441, 45];levels/training_51.txt
130;2;1;1;105;[1, 3, 106, 19];levels/training_285.txt
142;4;1;1;110;[0, 5, 122, 14];levels/training_976.txt
58;2;0;1;110;[2, 1, 49, 5];levels/training_414.txt
175;6;0;1;130;[5, 3, 155, 11];levels/training_607.txt
56;0;0;1;100;[2, 3, 44, 6];levels/training_354.txt
180;3;0;1;115;[5, 8, 160, 6];levels/training_760.txt
259;6;0;0;30;[9, 7, 229, 14];levels/training_677.txt
58;3;0;1;115;[0, 0, 50, 7];levels/training_716.txt
107;4;0;1;120;[2, 1, 92, 11];levels/training_241.txt
64;1;0;1;105;[0, 0, 54, 9];levels/training_764.txt
69;5;0;1;125;[2, 2, 59, 5];levels/training_269.txt
702;1;0;0;5;[13, 17, 653, 19];levels/training_751.txt
55;1;0;1;105;[0, 1, 45, 8];levels/training_864.txt
53;1;0;1;105;[0, 3, 44, 5];levels/training_509.txt
892;4;0;0;20;[28, 24, 810, 30];levels/training_1_171.txt
1000;2;0;0;10;[31, 25, 903, 41];levels/training_234.txt
1000;2;0;0;10;[25, 31, 911, 33];levels/training_603.txt
1000;3;0;0;15;[21, 19, 926, 34];levels/training_1_174.txt
1000;5;0;0;25;[29, 29, 911, 31];levels/training_878.txt
1000;0;0;0;0;[22, 21, 934, 23];levels/training_90.txt
221;5;1;1;115;[6, 3, 191, 20];levels/training_630.txt
72;3;0;1;115;[2, 4, 55, 10];levels/training_303.txt
257;2;1;1;110;[6, 6, 236, 8];levels/training_688.txt
450;5;5;0;0;[13, 9, 371, 57];levels/training_102.txt
1000;2;0;0;10;[26, 30, 921, 23];levels/training_599.txt
1000;0;23;0;0;[28, 25, 921, 26];levels/training_472.txt
1000;3;0;0;15;[21, 26, 925, 28];levels/training_1_50.txt
190;3;1;1;105;[7, 5, 167, 10];levels/training_678.txt
85;7;0;1;135;[2, 4, 72, 6];levels/training_708.txt
72;2;0;1;110;[1, 2, 56, 12];levels/training_564.txt
386;1;0;1;105;[10, 9, 359, 7];levels/training_748.txt
267;6;0;0;30;[7, 10, 239, 11];levels/training_307.txt
1000;3;0;0;15;[27, 23, 911, 39];levels/training_244.txt
1000;3;0;0;15;[33, 20, 912, 35];levels/training_632.txt
1000;3;0;0;15;[29, 26, 917, 28];levels/training_28.txt
155;4;0;1;120;[6, 2, 144, 2];levels/training_936.txt
251;8;1;1;130;[8, 9, 219, 14];levels/training_708.txt
92;1;0;1;105;[4, 2, 73, 12];levels/training_927.txt
502;1;3;0;0;[18, 27, 447, 10];levels/training_330.txt
89;0;0;1;100;[4, 7, 69, 8];levels/training_1_41.txt
911;5;0;0;25;[19, 20, 846, 26];levels/training_177.txt
1000;5;0;0;25;[22, 25, 933, 20];levels/training_244.txt
101;3;0;1;115;[2, 3, 91, 4];levels/training_293.txt
62;3;0;1;115;[1, 3, 53, 4];levels/training_163.txt
470;4;2;1;100;[15, 15, 418, 21];levels/training_110.txt
55;0;0;1;100;[2, 1, 46, 5];levels/training_694.txt
140;1;0;1;105;[1, 3, 128, 7];levels/training_125.txt
84;3;0;1;115;[2, 5, 71, 5];levels/training_848.txt
56;0;0;1;100;[2, 2, 48, 3];levels/training_694.txt
32;0;0;0;0;[1, 0, 30, 1];levels/training_202.txt
1000;5;0;0;25;[18, 18, 929, 35];levels/training_21.txt
1000;3;2;0;0;[20, 15, 938, 27];levels/training_930.txt
1000;3;7;0;0;[31, 34, 886, 49];levels/training_784.txt
143;3;0;1;115;[5, 5, 125, 7];levels/training_241.txt
56;0;0;1;100;[1, 0, 48, 6];levels/training_965.txt
405;4;2;1;110;[8, 14, 358, 24];levels/training_1_105.txt
396;2;1;0;10;[12, 14, 357, 13];levels/training_624.txt
75;3;0;1;115;[2, 2, 66, 4];levels/training_695.txt
60;2;0;1;110;[2, 1, 48, 8];levels/training_332.txt
75;3;0;1;115;[1, 1, 64, 8];levels/training_1_171.txt
76;2;0;1;110;[3, 0, 65, 7];levels/training_912.txt
714;3;0;0;15;[25, 25, 633, 31];levels/training_457.txt
591;2;4;1;100;[20, 8, 530, 32];levels/training_653.txt
409;0;0;0;0;[17, 7, 372, 13];levels/training_412.txt
70;0;0;1;100;[1, 1, 61, 6];levels/training_106.txt
85;4;1;1;110;[4, 1, 71, 8];levels/training_989.txt
100;5;0;1;125;[3, 0, 88, 8];levels/training_522.txt
64;1;0;1;105;[0, 3, 52, 8];levels/training_557.txt
56;3;0;1;115;[0, 1, 47, 7];levels/training_616.txt
625;1;0;0;5;[15, 11, 573, 26];levels/training_830.txt
79;4;0;1;120;[4, 1, 65, 8];levels/training_1_159.txt
474;9;5;1;100;[13, 10, 403, 47];levels/training_319.txt
54;0;0;1;100;[4, 0, 46, 3];levels/training_417.txt
72;3;0;1;115;[2, 0, 60, 9];levels/training_889.txt
57;1;0;1;105;[1, 1, 48, 6];levels/training_672.txt
56;2;0;1;110;[1, 2, 45, 7];levels/training_669.txt
208;1;0;0;5;[7, 9, 188, 4];levels/training_393.txt
129;3;3;1;115;[2, 7, 107, 12];levels/training_742.txt
871;4;0;0;20;[25, 29, 785, 32];levels/training_759.txt
1000;2;0;0;10;[22, 35, 916, 27];levels/training_215.txt
126;0;0;1;100;[3, 5, 112, 5];levels/training_1_1.txt
158;4;0;1;120;[8, 2, 138, 9];levels/training_502.txt
716;6;5;0;0;[12, 24, 646, 34];levels/training_915.txt
70;5;0;1;125;[2, 5, 59, 3];levels/training_530.txt
276;3;0;1;115;[11, 7, 246, 11];levels/training_1_80.txt
654;2;1;0;0;[15, 15, 617, 7];levels/training_1_198.txt
85;0;0;1;100;[0, 0, 77, 7];levels/training_787.txt
57;2;0;1;110;[0, 0, 52, 4];levels/training_471.txt
858;3;0;0;15;[21, 20, 784, 33];levels/training_1_109.txt
1000;1;0;0;5;[26, 28, 918, 28];levels/training_713.txt
214;1;1;1;100;[2, 6, 195, 10];levels/training_644.txt
54;3;0;1;115;[3, 0, 42, 8];levels/training_53.txt
732;5;0;0;25;[17, 16, 682, 17];levels/training_510.txt
74;1;0;1;105;[2, 4, 60, 7];levels/training_24.txt
926;7;19;0;0;[21, 27, 805, 73];levels/training_208.txt
62;3;0;1;115;[1, 1, 54, 5];levels/training_754.txt
113;1;0;1;105;[1, 2, 100, 9];levels/training_1_160.txt
58;1;0;1;105;[1, 1, 52, 3];levels/training_619.txt
767;10;6;0;5;[26, 17, 376, 348];levels/training_1_65.txt
49;1;0;1;105;[1, 0, 44, 3];levels/training_479.txt
951;2;1;0;10;[23, 26, 848, 54];levels/training_318.txt
73;2;0;1;110;[1, 3, 60, 8];levels/training_270.txt
84;4;0;1;120;[2, 2, 70, 9];levels/training_928.txt
843;3;0;0;15;[123, 26, 495, 199];levels/training_13.txt
1000;2;0;0;10;[27, 19, 910, 44];levels/training_142.txt
71;4;0;1;120;[1, 1, 60, 8];levels/training_389.txt
67;3;0;1;115;[3, 3, 47, 13];levels/training_597.txt
862;1;0;0;5;[18, 29, 111, 704];levels/training_784.txt
48;1;0;1;105;[1, 0, 39, 7];levels/training_486.txt
88;4;0;1;120;[3, 5, 65, 14];levels/training_687.txt
81;1;0;1;105;[4, 3, 63, 10];levels/training_1_18.txt
203;2;0;1;110;[4, 8, 182, 8];levels/training_19.txt
345;7;3;1;105;[6, 9, 301, 28];levels/training_216.txt
235;3;0;0;15;[135, 9, 70, 21];levels/training_936.txt
70;1;0;1;105;[2, 1, 64, 2];levels/training_649.txt
930;5;0;0;25;[28, 18, 860, 24];levels/training_96.txt
61;4;0;1;120;[2, 1, 49, 8];levels/training_642.txt
939;5;0;0;25;[21, 23, 865, 30];levels/training_366.txt
156;0;0;1;100;[4, 6, 137, 8];levels/training_484.txt
64;4;0;1;120;[2, 1, 51, 9];levels/training_883.txt
183;4;0;1;120;[6, 4, 156, 16];levels/training_1_33.txt
250;5;2;1;115;[6, 9, 219, 15];levels/training_498.txt
81;3;0;1;115;[1, 4, 64, 11];levels/training_1_5.txt
224;4;0;1;120;[5, 1, 205, 12];levels/training_892.txt
42;0;0;0;0;[0, 1, 41, 0];levels/training_770.txt
97;4;0;1;120;[1, 2, 84, 9];levels/training_1_167.txt
70;0;0;1;100;[2, 2, 62, 3];levels/training_633.txt
57;1;0;1;105;[3, 4, 45, 4];levels/training_684.txt
776;4;3;0;20;[17, 17, 723, 19];levels/training_274.txt
1000;7;2;0;30;[24, 23, 919, 34];levels/training_271.txt
87;3;1;1;115;[2, 1, 72, 11];levels/training_979.txt
913;4;3;0;10;[29, 23, 817, 44];levels/training_905.txt
1000;8;10;0;0;[20, 26, 875, 79];levels/training_1_134.txt
1000;4;0;0;20;[30, 29, 101, 840];levels/training_124.txt
1000;3;0;0;15;[16, 26, 824, 134];levels/training_534.txt
66;3;0;1;115;[2, 1, 55, 7];levels/training_526.txt
99;5;1;1;115;[4, 3, 83, 8];levels/training_103.txt
62;3;0;1;115;[0, 3, 53, 5];levels/training_663.txt
270;1;0;1;105;[2, 7, 50, 210];levels/training_563.txt
503;6;0;0;30;[10, 15, 94, 384];levels/training_674.txt
96;5;0;1;125;[2, 1, 76, 16];levels/training_1_46.txt
58;1;0;1;105;[0, 1, 52, 4];levels/training_258.txt
74;0;0;1;100;[2, 3, 62, 6];levels/training_609.txt
772;5;2;0;15;[15, 19, 705, 33];levels/training_1_56.txt
89;3;0;1;115;[1, 1, 79, 7];levels/training_347.txt
64;4;0;1;120;[1, 2, 52, 8];levels/training_821.txt
54;0;0;1;100;[3, 2, 44, 4];levels/training_503.txt
74;3;0;1;115;[3, 3, 61, 6];levels/training_333.txt
719;2;2;0;0;[19, 25, 645, 30];levels/training_895.txt
50;3;0;1;115;[3, 2, 42, 2];levels/training_715.txt
380;3;3;1;100;[4, 12, 301, 62];levels/training_692.txt
58;3;0;1;115;[3, 0, 48, 6];levels/training_567.txt
87;3;0;1;115;[1, 3, 72, 10];levels/training_1_180.txt
180;3;1;1;105;[6, 2, 157, 14];levels/training_805.txt
126;6;1;1;120;[3, 3, 102, 17];levels/training_751.txt
119;2;1;0;0;[3, 3, 87, 26];levels/training_1_170.txt
1000;1;1;0;0;[27, 22, 156, 795];levels/training_272.txt
1000;5;1;0;25;[21, 32, 854, 93];levels/training_835.txt
1000;5;0;0;25;[28, 16, 820, 136];levels/training_21.txt
1000;1;7;0;0;[16, 38, 553, 393];levels/training_408.txt
66;2;0;1;110;[3, 3, 54, 5];levels/training_683.txt
934;3;0;0;15;[21, 33, 857, 23];levels/training_700.txt
1000;3;1;0;10;[23, 21, 920, 36];levels/training_1_141.txt
1000;4;1;0;10;[44, 30, 642, 284];levels/training_615.txt
100;5;0;1;125;[6, 2, 79, 12];levels/training_312.txt
900;6;0;0;30;[25, 23, 108, 744];levels/training_1_113.txt
1000;6;0;0;30;[28, 284, 114, 574];levels/training_128.txt
63;3;0;1;115;[0, 0, 56, 6];levels/training_842.txt
937;5;7;0;0;[29, 21, 841, 46];levels/training_58.txt
61;1;0;1;105;[0, 1, 56, 3];levels/training_546.txt
98;1;0;1;105;[0, 3, 88, 6];levels/training_563.txt
146;2;0;1;110;[3, 2, 133, 7];levels/training_65.txt
86;5;1;1;120;[1, 2, 77, 5];levels/training_304.txt
188;2;2;1;110;[1, 4, 161, 21];levels/training_1_96.txt
421;3;0;0;15;[14, 9, 378, 20];levels/training_1_109.txt
74;5;0;1;125;[1, 0, 63, 9];levels/training_186.txt
926;3;1;0;15;[22, 23, 854, 27];levels/training_699.txt
56;3;0;1;115;[1, 2, 47, 5];levels/training_867.txt
54;3;0;1;115;[0, 1, 46, 6];levels/training_820.txt
139;2;0;1;110;[6, 5, 110, 17];levels/training_182.txt
83;5;0;1;125;[2, 3, 70, 7];levels/training_742.txt
126;2;0;1;110;[2, 3, 113, 7];levels/training_748.txt
230;4;1;1;110;[7, 3, 197, 22];levels/training_419.txt
124;1;3;1;105;[6, 1, 102, 14];levels/training_794.txt
188;3;0;0;15;[7, 5, 164, 12];levels/training_1_174.txt
795;6;1;1;120;[17, 22, 719, 36];levels/training_443.txt
138;2;0;1;110;[3, 2, 122, 10];levels/training_594.txt
67;1;1;0;0;[5, 3, 54, 5];levels/training_988.txt
1000;7;0;0;35;[17, 26, 916, 41];levels/training_606.txt
196;4;0;1;120;[5, 2, 177, 11];levels/training_607.txt
804;2;0;0;10;[17, 23, 740, 24];levels/training_431.txt
132;4;0;1;120;[3, 2, 115, 11];levels/training_46.txt
91;5;0;1;125;[2, 2, 82, 4];levels/training_425.txt
777;8;6;0;0;[23, 15, 680, 59];levels/training_823.txt
141;4;1;1;110;[1, 5, 122, 12];levels/training_636.txt
197;7;2;1;125;[4, 6, 175, 11];levels/training_397.txt
662;4;0;0;20;[21, 22, 600, 19];levels/training_355.txt
1000;7;0;0;35;[28, 24, 919, 29];levels/training_1_65.txt
113;1;1;1;105;[1, 3, 100, 8];levels/training_121.txt
74;5;0;1;125;[0, 1, 66, 6];levels/training_843.txt
813;5;6;0;0;[15, 18, 726, 54];levels/training_1_186.txt
102;2;1;1;100;[2, 0, 88, 11];levels/training_158.txt
68;4;0;1;120;[2, 0, 58, 7];levels/training_506.txt
85;2;0;1;110;[4, 5, 69, 6];levels/training_1_18.txt
56;4;0;1;120;[2, 0, 50, 3];levels/training_414.txt
689;6;1;0;20;[20, 15, 629, 25];levels/training_131.txt
202;3;0;1;115;[5, 3, 178, 15];levels/training_1_63.txt
798;3;0;0;15;[27, 27, 723, 21];levels/training_129.txt
234;2;0;1;110;[8, 9, 202, 14];levels/training_182.txt
73;5;0;1;125;[5, 3, 56, 8];levels/training_6.txt
121;2;0;1;110;[1, 3, 99, 17];levels/training_1_103.txt
97;0;0;1;100;[2, 3, 85, 6];levels/training_210.txt
114;4;0;1;120;[0, 1, 110, 2];levels/training_14.txt
181;4;4;1;120;[5, 6, 163, 6];levels/training_465.txt
180;1;0;0;5;[5, 1, 166, 8];levels/training_111.txt
58;4;0;1;120;[0, 2, 49, 6];levels/training_511.txt
107;2;1;1;105;[1, 4, 90, 11];levels/training_1_36.txt
835;3;117;0;5;[15, 15, 778, 27];levels/training_1_10.txt
235;4;2;1;105;[4, 1, 209, 20];levels/training_206.txt
765;3;2;0;0;[15, 19, 686, 45];levels/training_970.txt
76;2;0;1;110;[1, 3, 66, 5];levels/training_145.txt
79;3;0;1;115;[3, 0, 68, 7];levels/training_241.txt
72;5;0;1;125;[0, 3, 59, 9];levels/training_119.txt
773;5;5;0;0;[12, 17, 713, 31];levels/training_975.txt
1000;2;1;0;10;[24, 24, 934, 18];levels/training_773.txt
199;3;2;1;105;[3, 5, 178, 12];levels/training_1_195.txt
49;2;0;1;110;[2, 1, 43, 2];levels/training_220.txt
167;4;1;1;110;[2, 6, 149, 9];levels/training_818.txt
585;3;0;0;15;[15, 7, 550, 13];levels/training_882.txt
49;0;0;1;100;[2, 1, 42, 3];levels/training_56.txt
54;2;0;1;110;[0, 1, 45, 7];levels/training_569.txt
68;6;0;1;130;[4, 5, 56, 2];levels/training_235.txt
829;4;2;0;15;[29, 21, 743, 36];levels/training_1_163.txt
55;4;0;1;120;[2, 0, 45, 7];levels/training_998.txt
103;3;3;1;115;[2, 5, 83, 12];levels/training_399.txt
80;0;0;1;100;[2, 0, 69, 8];levels/training_595.txt
762;1;0;0;5;[18, 25, 690, 29];levels/training_777.txt
1000;1;0;0;5;[26, 23, 912, 39];levels/training_1_45.txt
810;3;2;1;105;[14, 21, 742, 32];levels/training_716.txt
190;3;0;0;15;[5, 2, 172, 11];levels/training_896.txt
64;1;0;1;105;[1, 1, 54, 7];levels/training_187.txt
152;1;0;1;105;[4, 4, 137, 6];levels/training_505.txt
54;2;0;1;110;[1, 2, 48, 2];levels/training_174.txt
730;4;1;0;15;[18, 19, 666, 27];levels/training_167.txt
1000;3;0;0;15;[19, 30, 925, 26];levels/training_989.txt
163;3;1;1;105;[2, 2, 150, 8];levels/training_136.txt
837;1;0;0;5;[19, 20, 767, 31];levels/training_651.txt
68;1;0;1;105;[4, 0, 56, 7];levels/training_240.txt
229;1;0;1;105;[6, 5, 211, 6];levels/training_564.txt
703;6;0;0;30;[20, 23, 639, 21];levels/training_1_100.txt
1000;4;47;0;5;[26, 28, 908, 38];levels/training_1_109.txt
1000;2;0;0;10;[24, 28, 918, 30];levels/training_540.txt
165;4;0;1;120;[2, 3, 147, 12];levels/training_1_164.txt
835;2;4;0;0;[29, 25, 750, 31];levels/training_674.txt
47;3;0;1;115;[0, 2, 42, 2];levels/training_264.txt
953;6;12;0;0;[32, 25, 747, 149];levels/training_647.txt
110;0;1;1;100;[3, 17, 83, 6];levels/training_408.txt
890;0;0;0;0;[22, 22, 814, 32];levels/training_626.txt
259;4;5;1;110;[30, 10, 165, 53];levels/training_1_24.txt
61;2;0;1;110;[0, 2, 53, 5];levels/training_672.txt
69;2;0;1;110;[1, 2, 57, 8];levels/training_835.txt
611;3;1;0;5;[473, 16, 78, 44];levels/training_26.txt
60;3;0;1;115;[3, 0, 50, 6];levels/training_840.txt
940;5;0;0;25;[39, 28, 768, 105];levels/training_665.txt
1000;11;0;0;55;[21, 31, 914, 34];levels/training_382.txt
55;1;0;1;105;[4, 4, 42, 4];levels/training_95.txt
945;0;3;0;0;[24, 24, 848, 49];levels/training_1_86.txt
125;2;0;1;110;[4, 3, 106, 11];levels/training_1_14.txt
875;2;0;0;10;[24, 18, 802, 31];levels/training_325.txt
1000;4;0;0;20;[30, 23, 923, 24];levels/training_108.txt
1000;2;0;0;10;[24, 30, 919, 27];levels/training_393.txt
76;4;0;1;120;[1, 1, 68, 5];levels/training_957.txt
924;3;0;0;15;[22, 34, 838, 30];levels/training_175.txt
62;3;0;1;115;[0, 1, 54, 6];levels/training_279.txt
66;0;0;1;100;[0, 1, 56, 8];levels/training_888.txt
136;0;0;1;100;[4, 0, 125, 6];levels/training_838.txt
78;3;0;1;115;[3, 2, 55, 17];levels/training_752.txt
62;4;0;1;120;[0, 2, 52, 7];levels/training_44.txt
102;1;1;1;105;[3, 2, 80, 16];levels/training_1_138.txt
61;3;0;1;115;[4, 1, 45, 10];levels/training_385.txt
433;1;0;0;5;[8, 12, 391, 22];levels/training_930.txt
76;6;0;1;130;[4, 4, 58, 9];levels/training_103.txt
67;1;0;1;105;[0, 1, 56, 9];levels/training_465.txt
59;3;0;1;115;[1, 1, 51, 5];levels/training_229.txt
798;3;3;0;0;[26, 14, 496, 262];levels/training_551.txt
73;3;0;1;115;[1, 2, 61, 8];levels/training_631.txt
927;7;0;0;35;[16, 28, 686, 197];levels/training_1_59.txt
1000;9;8;0;0;[29, 39, 843, 89];levels/training_531.txt
1000;3;0;0;15;[21, 15, 926, 38];levels/training_15.txt
334;3;2;1;100;[9, 7, 291, 26];levels/training_314.txt
666;2;1;0;10;[17, 13, 253, 383];levels/training_226.txt
78;2;0;1;110;[1, 4, 63, 9];levels/training_578.txt
922;4;1;0;20;[21, 26, 856, 19];levels/training_594.txt
1000;6;0;0;30;[17, 25, 930, 28];levels/training_759.txt
1000;4;1;0;15;[30, 31, 905, 34];levels/training_72.txt
66;1;0;1;105;[4, 1, 55, 5];levels/training_32.txt
58;1;0;1;105;[3, 0, 46, 8];levels/training_403.txt
53;5;0;1;125;[0, 0, 51, 1];levels/training_235.txt
823;7;0;0;35;[12, 14, 765, 32];levels/training_1_59.txt
1000;3;2;0;5;[30, 19, 908, 43];levels/training_885.txt
63;2;0;1;110;[1, 2, 50, 9];levels/training_471.txt
256;9;6;1;105;[5, 12, 210, 28];levels/training_712.txt
681;7;1;0;25;[17, 25, 619, 20];levels/training_955.txt
131;4;1;1;110;[2, 5, 114, 9];levels/training_33.txt
73;4;0;1;120;[3, 3, 59, 7];levels/training_143.txt
64;2;0;1;110;[0, 2, 53, 8];levels/training_561.txt
82;3;0;1;115;[4, 4, 68, 5];levels/training_995.txt
650;1;0;0;5;[21, 17, 591, 21];levels/training_717.txt
115;2;2;1;105;[2, 2, 97, 13];levels/training_240.txt
157;0;1;1;100;[7, 9, 131, 9];levels/training_574.txt
559;10;1;1;140;[12, 15, 497, 34];levels/training_1_132.txt
141;4;0;1;120;[2, 3, 128, 7];levels/training_856.txt
28;0;0;0;0;[0, 1, 27, 0];levels/training_447.txt
209;2;0;1;110;[3, 6, 192, 7];levels/training_62.txt
135;0;4;1;100;[2, 4, 117, 11];levels/training_321.txt
44;3;0;1;115;[1, 2, 35, 5];levels/training_276.txt
612;8;1;0;35;[96, 13, 473, 30];levels/training_1_199.txt
718;2;0;1;110;[517, 20, 158, 22];levels/training_806.txt
52;1;0;1;105;[0, 0, 45, 6];levels/training_806.txt
230;5;0;0;25;[126, 4, 85, 15];levels/training_863.txt
1000;0;0;0;0;[819, 24, 105, 52];levels/training_729.txt
192;6;0;1;130;[9, 4, 166, 12];levels/training_1_180.txt
808;6;1;0;20;[596, 19, 163, 30];levels/training_1_17.txt
182;4;1;1;120;[3, 6, 163, 9];levels/training_254.txt
818;0;0;0;0;[395, 20, 356, 47];levels/training_1_34.txt
1000;4;1;0;10;[696, 16, 259, 29];levels/training_424.txt
87;2;0;1;110;[3, 2, 78, 3];levels/training_129.txt
164;3;0;1;115;[3, 2, 149, 9];levels/training_540.txt
623;4;28;1;100;[9, 20, 541, 52];levels/training_982.txt
123;3;0;1;115;[4, 2, 113, 3];levels/training_909.txt
3;0;0;0;0;[0, 0, 3, 0];levels/training_678.txt
1000;5;3;0;5;[21, 90, 860, 29];levels/training_10.txt
433;4;2;1;115;[11, 11, 386, 24];levels/training_798.txt
163;5;1;1;120;[2, 4, 151, 5];levels/training_657.txt
404;4;0;0;20;[8, 11, 371, 14];levels/training_679.txt
1000;4;5;0;0;[21, 32, 926, 21];levels/training_253.txt
120;3;0;1;115;[5, 2, 108, 4];levels/training_811.txt
565;0;2;1;100;[14, 14, 512, 24];levels/training_1_197.txt
315;3;11;0;0;[7, 14, 259, 35];levels/training_1_138.txt
1000;0;0;0;0;[25, 23, 926, 26];levels/training_67.txt
56;4;0;1;120;[0, 0, 47, 8];levels/training_488.txt
944;1;0;0;5;[27, 15, 874, 28];levels/training_259.txt
41;2;0;1;110;[1, 0, 36, 3];levels/training_238.txt
47;2;0;1;110;[1, 2, 43, 0];levels/training_571.txt
184;4;1;1;120;[4, 5, 168, 6];levels/training_425.txt
728;4;0;0;20;[14, 21, 663, 30];levels/training_879.txt
