frames since last update;coins collected;deaths;levels beaten;score gathered;move count (no action, left, right, jump);!world name
264;5;1;1;115;[19, 27, 186, 31];levels/training_363.txt
736;6;22;0;0;[62, 63, 478, 133];levels/training_287.txt
1000;5;0;0;25;[101, 81, 727, 91];levels/training_341.txt
1000;7;8;0;5;[85, 87, 719, 109];levels/training_707.txt
1000;6;0;0;30;[574, 74, 253, 99];levels/training_1_79.txt
94;4;0;1;120;[9, 6, 56, 22];levels/training_237.txt
108;4;0;1;120;[13, 13, 69, 12];levels/training_812.txt
798;10;10;0;0;[73, 70, 534, 121];levels/training_305.txt
184;4;2;1;100;[14, 19, 113, 37];levels/training_211.txt
816;3;0;0;15;[72, 63, 609, 72];levels/training_257.txt
1000;9;14;0;0;[93, 115, 680, 112];levels/training_329.txt
187;1;3;1;105;[22, 14, 120, 30];levels/training_643.txt
813;2;0;0;10;[512, 64, 166, 71];levels/training_92.txt
209;4;0;1;120;[22, 20, 140, 26];levels/training_364.txt
328;7;3;1;115;[23, 27, 227, 50];levels/training_1_87.txt
463;1;0;0;5;[49, 49, 324, 41];levels/training_160.txt
153;3;2;1;115;[15, 12, 107, 18];levels/training_945.txt
847;2;0;0;10;[78, 76, 595, 98];levels/training_294.txt
265;4;3;1;100;[15, 18, 191, 40];levels/training_664.txt
107;0;1;1;100;[10, 9, 68, 19];levels/training_122.txt
628;7;14;0;0;[47, 60, 445, 76];levels/training_865.txt
110;6;0;1;130;[9, 10, 78, 12];levels/training_331.txt
890;4;14;0;0;[67, 59, 616, 148];levels/training_850.txt
1000;7;5;0;20;[94, 105, 709, 92];levels/training_1_44.txt
543;16;3;1;150;[49, 49, 391, 53];levels/training_235.txt
207;5;3;1;105;[20, 11, 145, 30];levels/training_498.txt
250;5;2;0;20;[21, 33, 173, 23];levels/training_271.txt
1000;1;2;0;5;[105, 336, 474, 85];levels/training_1_68.txt
1000;2;0;0;10;[98, 262, 541, 99];levels/training_796.txt
659;4;0;1;120;[53, 51, 497, 57];levels/training_328.txt
341;2;1;0;10;[34, 24, 250, 33];levels/training_960.txt
1000;3;2;0;15;[102, 73, 716, 109];levels/training_1_162.txt
1000;4;0;0;20;[296, 94, 523, 87];levels/training_1_1.txt
81;3;0;1;115;[9, 3, 54, 14];levels/training_599.txt
126;2;1;1;105;[8, 7, 86, 24];levels/training_727.txt
146;1;1;1;105;[13, 20, 92, 20];levels/training_231.txt
431;6;5;1;105;[35, 34, 296, 65];levels/training_135.txt
79;4;0;1;120;[6, 6, 57, 9];levels/training_790.txt
137;6;1;0;20;[20, 13, 87, 17];levels/training_47.txt
127;7;0;1;135;[8, 12, 86, 20];levels/training_1_180.txt
873;9;8;0;10;[75, 74, 607, 117];levels/training_259.txt
1000;7;4;0;5;[88, 214, 551, 147];levels/training_663.txt
1000;2;1;0;0;[91, 188, 622, 99];levels/training_932.txt
113;4;1;1;115;[8, 11, 74, 19];levels/training_769.txt
887;9;9;0;0;[69, 72, 495, 251];levels/training_871.txt
1000;4;0;0;20;[77, 78, 763, 82];levels/training_1_5.txt
1000;7;2;0;25;[125, 87, 678, 110];levels/training_1_184.txt
141;2;0;1;110;[9, 7, 103, 21];levels/training_645.txt
795;10;7;1;120;[94, 62, 536, 102];levels/training_460.txt
64;4;0;0;20;[6, 4, 48, 6];levels/training_279.txt
1000;11;9;0;10;[76, 192, 519, 213];levels/training_732.txt
1000;7;1;0;25;[82, 91, 722, 105];levels/training_560.txt
1000;3;0;0;15;[77, 81, 755, 87];levels/training_292.txt
1000;5;0;0;25;[76, 82, 762, 80];levels/training_750.txt
1000;6;0;0;30;[160, 64, 594, 182];levels/training_481.txt
107;6;0;1;130;[4, 14, 72, 16];levels/training_1_117.txt
893;5;1;0;15;[63, 296, 470, 64];levels/training_1_151.txt
86;1;0;1;105;[8, 9, 60, 8];levels/training_786.txt
121;2;3;1;105;[8, 9, 83, 20];levels/training_590.txt
75;2;0;1;110;[3, 12, 52, 7];levels/training_437.txt
101;2;0;1;110;[4, 8, 76, 12];levels/training_1_42.txt
120;4;0;1;120;[11, 10, 85, 13];levels/training_889.txt
94;4;0;1;120;[7, 6, 67, 13];levels/training_1_18.txt
403;2;0;0;10;[45, 25, 251, 82];levels/training_73.txt
224;9;2;1;125;[22, 21, 150, 30];levels/training_527.txt
776;8;1;0;30;[47, 66, 570, 93];levels/training_1_172.txt
874;10;8;1;105;[71, 61, 622, 119];levels/training_589.txt
126;2;0;0;10;[10, 12, 48, 56];levels/training_69.txt
1000;7;3;0;5;[60, 80, 776, 84];levels/training_416.txt
813;9;6;1;100;[56, 52, 587, 117];levels/training_909.txt
187;3;2;0;5;[11, 8, 146, 22];levels/training_128.txt
1000;8;4;0;30;[79, 68, 764, 89];levels/training_953.txt
1000;6;1;0;20;[74, 74, 755, 97];levels/training_1_34.txt
113;4;0;1;120;[9, 12, 72, 19];levels/training_197.txt
138;3;0;1;115;[14, 9, 88, 26];levels/training_439.txt
283;4;4;1;100;[19, 24, 169, 70];levels/training_50.txt
68;3;0;1;115;[5, 3, 48, 11];levels/training_341.txt
101;4;0;1;120;[8, 10, 63, 19];levels/training_996.txt
297;1;1;0;5;[39, 18, 202, 38];levels/training_199.txt
81;4;0;1;120;[9, 10, 52, 9];levels/training_26.txt
919;7;13;0;0;[64, 53, 673, 129];levels/training_49.txt
1000;8;1;0;30;[73, 70, 770, 87];levels/training_320.txt
1000;4;1;0;15;[73, 64, 781, 82];levels/training_424.txt
57;4;0;1;120;[4, 6, 42, 4];levels/training_61.txt
439;9;5;1;105;[27, 34, 306, 71];levels/training_906.txt
148;2;2;1;100;[4, 8, 110, 25];levels/training_791.txt
221;7;3;1;110;[13, 16, 158, 33];levels/training_881.txt
132;6;0;1;130;[9, 19, 74, 29];levels/training_434.txt
3;0;0;0;0;[0, 0, 3, 0];levels/training_619.txt
1000;3;0;0;15;[90, 71, 767, 72];levels/training_819.txt
325;6;4;1;110;[28, 29, 216, 51];levels/training_829.txt
79;2;0;1;110;[6, 4, 58, 10];levels/training_738.txt
95;2;0;1;110;[9, 5, 63, 17];levels/training_673.txt
93;3;0;1;115;[8, 6, 64, 14];levels/training_411.txt
113;1;2;1;105;[11, 12, 76, 13];levels/training_584.txt
69;4;0;1;120;[4, 6, 49, 9];levels/training_680.txt
99;4;1;1;120;[14, 4, 69, 11];levels/training_631.txt
121;2;1;1;105;[4, 7, 95, 14];levels/training_121.txt
6;0;0;0;0;[1, 0, 3, 2];levels/training_1_23.txt
1000;5;1;0;20;[67, 67, 771, 95];levels/training_717.txt
193;2;1;1;105;[10, 12, 143, 27];levels/training_454.txt
807;6;1;0;20;[57, 55, 630, 65];levels/training_724.txt
284;11;3;1;125;[23, 27, 205, 28];levels/training_463.txt
114;4;0;1;120;[6, 8, 71, 28];levels/training_606.txt
602;4;0;0;20;[40, 50, 474, 38];levels/training_425.txt
1000;2;1;0;0;[49, 83, 772, 96];levels/training_63.txt
322;10;4;1;110;[22, 24, 222, 53];levels/training_388.txt
678;6;1;0;25;[46, 50, 505, 77];levels/training_106.txt
1000;6;1;0;25;[76, 66, 784, 74];levels/training_982.txt
84;2;0;1;110;[6, 4, 62, 11];levels/training_122.txt
74;1;0;1;105;[5, 5, 57, 6];levels/training_116.txt
842;2;1;0;10;[158, 69, 493, 122];levels/training_919.txt
92;2;0;1;110;[8, 8, 60, 15];levels/training_982.txt
908;3;1;0;15;[64, 55, 725, 64];levels/training_212.txt
1000;7;10;0;5;[118, 59, 591, 232];levels/training_1_14.txt
317;0;1;1;100;[17, 26, 244, 29];levels/training_813.txt
77;2;0;1;110;[1, 6, 59, 10];levels/training_818.txt
344;7;3;1;115;[24, 21, 251, 47];levels/training_1_34.txt
262;2;0;0;10;[15, 13, 217, 17];levels/training_786.txt
411;1;6;1;100;[35, 23, 284, 68];levels/training_321.txt
122;3;1;1;115;[7, 15, 77, 22];levels/training_1_64.txt
66;4;0;1;120;[5, 3, 48, 9];levels/training_542.txt
401;4;3;0;0;[26, 26, 264, 85];levels/training_828.txt
271;3;5;1;105;[20, 14, 189, 47];levels/training_43.txt
161;5;2;1;115;[12, 12, 119, 17];levels/training_375.txt
77;2;0;1;110;[3, 6, 56, 11];levels/training_371.txt
491;7;5;0;0;[29, 41, 355, 66];levels/training_1_108.txt
157;4;2;1;115;[16, 12, 93, 35];levels/training_237.txt
843;7;5;0;10;[48, 56, 656, 83];levels/training_779.txt
1000;4;0;0;20;[75, 51, 801, 73];levels/training_662.txt
1000;4;3;0;0;[63, 63, 775, 99];levels/training_300.txt
505;6;7;1;110;[29, 41, 374, 60];levels/training_85.txt
495;3;1;0;5;[26, 31, 383, 55];levels/training_1_121.txt
260;8;0;1;140;[22, 20, 198, 19];levels/training_133.txt
740;7;1;0;25;[50, 40, 598, 52];levels/training_732.txt
1000;5;0;0;25;[60, 59, 807, 74];levels/training_724.txt
1000;3;0;0;15;[52, 67, 789, 92];levels/training_229.txt
434;7;7;1;105;[20, 31, 309, 73];levels/training_1_121.txt
566;1;0;0;5;[26, 31, 470, 39];levels/training_325.txt
80;0;0;1;100;[4, 5, 62, 8];levels/training_734.txt
160;4;1;1;110;[11, 9, 113, 26];levels/training_512.txt
760;4;0;0;20;[57, 47, 603, 53];levels/training_968.txt
1000;5;2;0;25;[65, 52, 813, 70];levels/training_757.txt
1000;7;1;0;30;[68, 68, 795, 69];levels/training_123.txt
553;7;3;1;110;[42, 35, 425, 50];levels/training_902.txt
447;1;8;0;0;[24, 30, 326, 67];levels/training_853.txt
296;1;3;1;100;[28, 15, 230, 22];levels/training_89.txt
704;5;0;0;25;[39, 240, 314, 111];levels/training_1_77.txt
1000;4;0;0;20;[64, 125, 654, 157];levels/training_42.txt
122;4;1;1;110;[5, 7, 99, 10];levels/training_152.txt
878;5;1;0;15;[64, 48, 715, 51];levels/training_420.txt
1000;4;0;0;20;[57, 61, 716, 166];levels/training_1_48.txt
580;3;1;1;105;[36, 30, 281, 232];levels/training_846.txt
67;1;0;1;105;[6, 2, 49, 9];levels/training_543.txt
86;1;0;1;105;[6, 3, 64, 12];levels/training_328.txt
267;2;4;0;0;[14, 13, 197, 43];levels/training_1_20.txt
66;0;0;1;100;[1, 4, 52, 8];levels/training_118.txt
934;9;1;0;35;[63, 54, 598, 219];levels/training_1_140.txt
1000;3;0;0;15;[67, 58, 822, 53];levels/training_621.txt
1000;2;0;0;10;[60, 67, 805, 68];levels/training_650.txt
1000;8;2;0;20;[62, 65, 786, 87];levels/training_1_9.txt
1000;6;6;0;0;[67, 63, 789, 81];levels/training_215.txt
1000;3;0;0;15;[56, 55, 821, 68];levels/training_163.txt
1000;9;2;0;25;[52, 53, 809, 86];levels/training_1_132.txt
81;3;0;1;115;[2, 3, 69, 6];levels/training_755.txt
919;4;0;0;20;[47, 46, 762, 64];levels/training_245.txt
79;1;0;1;105;[3, 7, 58, 10];levels/training_553.txt
74;0;0;1;100;[2, 6, 55, 10];levels/training_562.txt
847;11;1;0;45;[38, 60, 684, 65];levels/training_1_58.txt
1000;5;1;0;15;[62, 52, 464, 422];levels/training_351.txt
1000;11;19;0;0;[57, 72, 729, 142];levels/training_361.txt
1000;1;2;0;5;[51, 49, 849, 51];levels/training_1_124.txt
1000;3;1;0;15;[53, 51, 695, 201];levels/training_343.txt
69;3;0;1;115;[5, 4, 48, 11];levels/training_833.txt
73;2;1;1;110;[2, 2, 56, 12];levels/training_12.txt
99;3;1;1;105;[4, 7, 76, 11];levels/training_546.txt
759;4;2;0;10;[43, 48, 613, 55];levels/training_625.txt
43;3;0;1;115;[3, 1, 34, 4];levels/training_276.txt
190;6;0;1;130;[13, 20, 133, 23];levels/training_742.txt
575;1;0;1;105;[38, 19, 477, 40];levels/training_111.txt
192;4;0;0;20;[13, 8, 160, 11];levels/training_667.txt
1000;4;0;0;20;[52, 58, 169, 721];levels/training_259.txt
202;3;4;1;105;[8, 15, 140, 38];levels/training_380.txt
798;5;0;0;25;[35, 36, 678, 49];levels/training_1_83.txt
74;0;0;1;100;[1, 4, 56, 12];levels/training_536.txt
81;5;0;1;125;[3, 3, 62, 12];levels/training_532.txt
74;3;0;1;115;[3, 5, 56, 9];levels/training_822.txt
771;3;0;0;15;[43, 31, 649, 48];levels/training_1_190.txt
1000;7;3;0;15;[47, 50, 836, 67];levels/training_57.txt
255;3;0;1;115;[10, 17, 210, 17];levels/training_1_34.txt
206;5;1;1;115;[10, 12, 175, 8];levels/training_41.txt
103;4;0;1;120;[2, 3, 86, 11];levels/training_947.txt
436;4;6;0;15;[25, 23, 363, 25];levels/training_710.txt
1000;5;1;0;20;[50, 50, 833, 67];levels/training_689.txt
1000;6;5;0;30;[62, 42, 841, 55];levels/training_1_173.txt
176;4;1;1;115;[9, 5, 141, 20];levels/training_141.txt
824;3;6;0;15;[46, 45, 690, 43];levels/training_710.txt
116;6;1;1;120;[6, 5, 90, 14];levels/training_522.txt
884;3;1;0;5;[36, 36, 737, 75];levels/training_1_66.txt
345;7;2;1;115;[17, 15, 271, 41];levels/training_65.txt
655;5;2;0;15;[32, 31, 549, 43];levels/training_138.txt
71;1;0;1;105;[3, 7, 51, 9];levels/training_890.txt
929;1;0;0;5;[48, 47, 784, 50];levels/training_729.txt
1000;2;0;0;10;[42, 51, 843, 64];levels/training_834.txt
1000;5;1;0;25;[46, 43, 859, 52];levels/training_38.txt
110;3;1;1;105;[1, 6, 86, 16];levels/training_446.txt
84;3;0;1;115;[5, 5, 61, 12];levels/training_62.txt
107;4;0;1;120;[6, 6, 77, 17];levels/training_1_141.txt
74;4;0;1;120;[3, 2, 58, 10];levels/training_929.txt
63;5;0;1;125;[2, 3, 50, 7];levels/training_964.txt
562;6;0;0;30;[31, 26, 462, 43];levels/training_131.txt
178;3;2;1;105;[9, 12, 142, 14];levels/training_433.txt
822;4;2;0;15;[47, 50, 609, 116];levels/training_433.txt
1000;3;34;0;5;[46, 40, 304, 610];levels/training_841.txt
1000;10;0;0;50;[46, 43, 856, 55];levels/training_725.txt
1000;2;0;0;10;[45, 44, 866, 45];levels/training_283.txt
93;3;1;1;115;[3, 2, 68, 19];levels/training_1_3.txt
693;2;0;1;110;[23, 35, 592, 42];levels/training_864.txt
102;6;0;1;130;[4, 6, 75, 16];levels/training_560.txt
112;1;2;0;5;[10, 4, 81, 17];levels/training_1_10.txt
105;3;0;1;115;[5, 6, 80, 13];levels/training_504.txt
172;5;3;1;115;[12, 12, 131, 16];levels/training_135.txt
723;1;0;0;5;[40, 30, 615, 38];levels/training_393.txt
46;2;0;1;110;[3, 0, 38, 4];levels/training_827.txt
62;1;0;1;105;[1, 0, 50, 10];levels/training_614.txt
99;4;2;1;110;[3, 2, 79, 14];levels/training_518.txt
793;3;0;0;15;[34, 21, 697, 41];levels/training_599.txt
55;4;0;1;120;[3, 2, 42, 7];levels/training_463.txt
945;5;13;0;0;[35, 43, 715, 152];levels/training_438.txt
945;4;1;1;110;[43, 51, 796, 54];levels/training_297.txt
55;0;0;0;0;[3, 4, 44, 4];levels/training_612.txt
70;3;0;1;115;[1, 2, 55, 11];levels/training_848.txt
930;4;2;0;5;[39, 42, 787, 62];levels/training_1_60.txt
330;5;3;1;105;[19, 17, 272, 21];levels/training_1_56.txt
670;3;0;0;15;[19, 36, 589, 26];levels/training_97.txt
476;4;3;1;115;[12, 21, 416, 26];levels/training_1_43.txt
80;5;0;1;125;[6, 6, 60, 7];levels/training_388.txt
444;3;3;0;10;[21, 18, 377, 28];levels/training_973.txt
623;6;10;1;115;[24, 34, 512, 52];levels/training_330.txt
377;8;4;0;5;[12, 12, 324, 29];levels/training_480.txt
251;3;2;1;105;[4, 7, 225, 14];levels/training_734.txt
749;5;15;0;0;[24, 33, 607, 85];levels/training_850.txt
224;5;0;1;125;[10, 5, 198, 10];levels/training_46.txt
68;3;0;1;115;[2, 3, 52, 10];levels/training_579.txt
102;3;2;1;105;[5, 8, 82, 6];levels/training_26.txt
68;2;0;1;110;[2, 4, 54, 7];levels/training_543.txt
98;2;0;1;110;[3, 4, 83, 7];levels/training_650.txt
56;1;0;1;105;[6, 1, 43, 5];levels/training_410.txt
384;6;12;0;0;[12, 17, 287, 68];levels/training_1_70.txt
68;3;0;1;115;[0, 1, 57, 9];levels/training_711.txt
932;6;0;0;30;[33, 40, 811, 48];levels/training_759.txt
1000;5;0;0;25;[37, 35, 880, 48];levels/training_832.txt
84;3;1;1;105;[1, 7, 65, 10];levels/training_621.txt
328;10;2;1;130;[18, 15, 270, 24];levels/training_814.txt
46;1;0;1;105;[1, 0, 42, 2];levels/training_242.txt
542;4;1;0;15;[20, 24, 474, 24];levels/training_338.txt
1000;4;0;0;20;[45, 49, 856, 50];levels/training_338.txt
1000;2;0;0;10;[30, 39, 892, 39];levels/training_338.txt
75;5;0;1;125;[1, 4, 61, 8];levels/training_347.txt
925;5;3;0;5;[30, 32, 796, 67];levels/training_462.txt
99;2;1;1;105;[5, 4, 77, 12];levels/training_1_37.txt
901;1;0;0;5;[39, 29, 799, 34];levels/training_81.txt
50;0;0;1;100;[3, 2, 41, 3];levels/training_56.txt
950;1;4;0;0;[34, 33, 833, 50];levels/training_491.txt
59;1;0;1;105;[3, 1, 47, 7];levels/training_713.txt
173;3;2;1;110;[7, 6, 139, 20];levels/training_278.txt
80;1;0;1;105;[4, 3, 64, 8];levels/training_138.txt
61;6;0;1;130;[2, 3, 52, 3];levels/training_36.txt
627;5;5;0;0;[12, 29, 548, 38];levels/training_435.txt
90;2;2;1;110;[3, 3, 71, 12];levels/training_562.txt
73;4;0;1;120;[1, 2, 59, 10];levels/training_364.txt
637;4;4;1;105;[15, 32, 546, 43];levels/training_766.txt
200;2;5;0;5;[8, 11, 152, 29];levels/training_1_38.txt
89;4;2;1;110;[6, 3, 70, 9];levels/training_230.txt
911;3;0;0;15;[36, 24, 818, 33];levels/training_951.txt
1000;5;0;0;25;[39, 45, 875, 41];levels/training_844.txt
55;1;0;1;105;[2, 2, 44, 6];levels/training_209.txt
945;0;0;0;0;[32, 32, 846, 35];levels/training_777.txt
280;4;4;1;105;[8, 10, 232, 29];levels/training_618.txt
720;2;0;0;10;[17, 32, 651, 20];levels/training_753.txt
610;2;7;1;100;[22, 20, 471, 96];levels/training_359.txt
73;2;0;1;110;[3, 2, 57, 10];levels/training_958.txt
317;1;0;0;5;[6, 13, 284, 14];levels/training_753.txt
1000;1;0;0;5;[27, 27, 895, 51];levels/training_42.txt
76;4;0;1;120;[2, 4, 62, 7];levels/training_923.txt
132;2;0;1;110;[5, 4, 110, 12];levels/training_1_21.txt
792;3;2;0;0;[24, 30, 616, 122];levels/training_885.txt
77;3;0;1;115;[2, 2, 63, 9];levels/training_995.txt
923;11;11;0;0;[35, 35, 773, 80];levels/training_577.txt
1000;0;0;0;0;[38, 35, 879, 48];levels/training_900.txt
1000;5;0;0;25;[27, 24, 913, 36];levels/training_309.txt
1000;3;0;0;15;[31, 45, 880, 44];levels/training_219.txt
53;1;0;1;105;[3, 0, 44, 5];levels/training_770.txt
243;1;3;1;100;[4, 17, 208, 13];levels/training_151.txt
96;1;0;1;105;[3, 3, 74, 15];levels/training_993.txt
608;2;1;0;5;[18, 22, 540, 28];levels/training_660.txt
1000;5;1;0;25;[34, 34, 878, 54];levels/training_192.txt
86;2;0;1;110;[5, 3, 66, 11];levels/training_739.txt
68;4;0;1;120;[1, 1, 51, 14];levels/training_327.txt
72;2;0;1;110;[2, 0, 62, 7];levels/training_952.txt
774;6;0;0;30;[28, 13, 700, 33];levels/training_978.txt
68;3;0;1;115;[1, 0, 51, 15];levels/training_237.txt
932;5;0;0;25;[25, 24, 849, 34];levels/training_179.txt
75;4;0;1;120;[1, 1, 54, 18];levels/training_425.txt
925;3;0;0;15;[27, 23, 388, 487];levels/training_448.txt
189;4;2;1;120;[2, 4, 165, 17];levels/training_190.txt
47;2;0;1;110;[0, 0, 42, 4];levels/training_791.txt
764;2;0;0;10;[22, 20, 691, 31];levels/training_660.txt
1000;2;13;0;0;[26, 26, 629, 319];levels/training_799.txt
1000;7;15;0;0;[21, 22, 826, 131];levels/training_51.txt
1000;4;3;0;5;[34, 28, 892, 46];levels/training_850.txt
1000;1;0;0;5;[26, 27, 908, 39];levels/training_1_124.txt
278;2;4;1;100;[5, 10, 228, 34];levels/training_799.txt
159;1;2;1;100;[8, 3, 141, 6];levels/training_340.txt
263;8;2;1;120;[5, 9, 237, 11];levels/training_279.txt
300;5;4;0;0;[7, 6, 256, 31];levels/training_334.txt
458;3;4;1;100;[7, 18, 400, 32];levels/training_484.txt
542;5;0;0;25;[17, 9, 500, 16];levels/training_946.txt
66;3;0;1;115;[2, 2, 57, 4];levels/training_846.txt
152;5;0;1;125;[5, 4, 130, 12];levels/training_1_99.txt
51;2;0;1;110;[0, 1, 45, 4];levels/training_698.txt
731;0;14;0;0;[22, 17, 666, 26];levels/training_563.txt
100;3;0;1;115;[4, 8, 70, 17];levels/training_1_3.txt
103;0;0;1;100;[3, 8, 83, 8];levels/training_868.txt
52;3;0;1;115;[1, 1, 45, 4];levels/training_293.txt
745;3;0;0;15;[20, 15, 683, 27];levels/training_951.txt
57;1;0;1;105;[1, 0, 49, 6];levels/training_139.txt
61;0;0;1;100;[0, 1, 48, 11];levels/training_847.txt
69;5;0;1;125;[1, 2, 52, 13];levels/training_483.txt
44;1;0;1;105;[0, 1, 40, 2];levels/training_903.txt
67;3;0;1;115;[0, 3, 54, 9];levels/training_536.txt
60;4;0;1;120;[2, 0, 47, 10];levels/training_385.txt
642;5;0;0;25;[12, 12, 592, 26];levels/training_1_117.txt
1000;6;0;0;30;[24, 18, 937, 21];levels/training_345.txt
496;7;6;1;100;[15, 14, 424, 42];levels/training_389.txt
236;8;3;1;110;[10, 4, 181, 40];levels/training_1_179.txt
268;2;0;0;10;[4, 3, 252, 9];levels/training_689.txt
893;1;11;1;100;[21, 28, 756, 87];levels/training_426.txt
107;1;4;0;5;[3, 3, 81, 20];levels/training_313.txt
1000;5;0;0;25;[21, 23, 897, 59];levels/training_1_114.txt
78;3;0;1;115;[1, 1, 70, 5];levels/training_795.txt
922;1;0;0;5;[24, 15, 856, 27];levels/training_140.txt
79;1;3;1;105;[1, 7, 64, 6];levels/training_242.txt
921;2;0;0;10;[22, 20, 840, 39];levels/training_326.txt
1000;1;0;0;5;[22, 27, 914, 37];levels/training_572.txt
1000;1;0;0;5;[28, 30, 900, 42];levels/training_1_31.txt
1000;2;0;0;10;[25, 24, 920, 31];levels/training_119.txt
1000;6;14;0;0;[18, 23, 858, 101];levels/training_602.txt
1000;5;0;0;25;[23, 35, 914, 28];levels/training_738.txt
93;5;0;1;125;[4, 1, 82, 5];levels/training_169.txt
65;2;0;1;110;[0, 4, 56, 4];levels/training_996.txt
842;6;0;0;30;[22, 24, 767, 29];levels/training_1_12.txt
88;4;0;1;120;[0, 1, 77, 9];levels/training_1_46.txt
912;6;0;0;30;[23, 25, 839, 25];levels/training_1_88.txt
62;2;0;1;110;[1, 1, 51, 8];levels/training_22.txt
938;3;2;0;5;[28, 21, 852, 37];levels/training_72.txt
609;5;6;1;105;[11, 15, 523, 59];levels/training_1_61.txt
60;3;0;1;115;[0, 1, 51, 7];levels/training_68.txt
331;1;0;0;5;[10, 5, 304, 12];levels/training_717.txt
1000;6;0;0;30;[30, 28, 906, 36];levels/training_350.txt
73;0;0;1;100;[0, 1, 64, 7];levels/training_105.txt
279;4;1;1;110;[7, 8, 126, 137];levels/training_1_148.txt
81;3;0;1;115;[1, 1, 71, 7];levels/training_443.txt
65;4;0;1;120;[1, 3, 53, 7];levels/training_483.txt
502;6;0;0;30;[16, 15, 456, 15];levels/training_1_198.txt
55;3;0;1;115;[2, 1, 45, 6];levels/training_936.txt
945;5;1;0;15;[24, 29, 856, 36];levels/training_119.txt
48;3;0;1;115;[2, 0, 41, 4];levels/training_715.txt
952;3;1;0;15;[25, 28, 864, 35];levels/training_99.txt
73;4;0;1;120;[1, 2, 60, 9];levels/training_646.txt
64;1;0;1;105;[1, 2, 52, 8];levels/training_77.txt
863;1;0;0;5;[24, 17, 788, 34];levels/training_52.txt
70;2;0;1;110;[1, 0, 61, 7];levels/training_158.txt
930;6;0;0;30;[26, 17, 854, 33];levels/training_1_30.txt
1000;2;2;0;5;[20, 22, 916, 42];levels/training_436.txt
1000;2;0;0;10;[25, 19, 925, 31];levels/training_418.txt
111;3;0;1;115;[1, 2, 85, 22];levels/training_1_168.txt
95;2;1;1;105;[2, 3, 72, 17];levels/training_1_49.txt
79;4;0;1;120;[2, 1, 64, 11];levels/training_1_139.txt
122;2;1;1;100;[4, 2, 94, 21];levels/training_332.txt
593;6;1;0;20;[14, 47, 508, 24];levels/training_389.txt
1000;5;26;0;0;[19, 23, 865, 93];levels/training_323.txt
54;1;0;1;105;[2, 2, 44, 5];levels/training_154.txt
85;0;0;1;100;[5, 6, 63, 10];levels/training_829.txt
100;4;2;1;110;[4, 1, 79, 15];levels/training_211.txt
83;2;1;1;105;[1, 2, 72, 7];levels/training_108.txt
80;4;0;1;120;[2, 2, 65, 10];levels/training_387.txt
147;8;2;1;120;[5, 2, 115, 24];levels/training_247.txt
451;3;1;0;5;[41, 8, 381, 21];levels/training_3.txt
54;4;0;1;120;[0, 0, 44, 9];levels/training_611.txt
66;3;0;1;115;[0, 4, 52, 9];levels/training_567.txt
81;3;0;1;115;[4, 3, 61, 12];levels/training_126.txt
56;1;0;1;105;[1, 3, 46, 5];levels/training_132.txt
743;1;0;0;5;[17, 29, 602, 95];levels/training_277.txt
184;5;0;1;125;[3, 5, 159, 16];levels/training_550.txt
99;7;0;1;135;[0, 3, 81, 14];levels/training_1_93.txt
55;1;0;1;105;[2, 2, 43, 7];levels/training_53.txt
662;1;0;0;5;[20, 22, 574, 46];levels/training_651.txt
1000;3;1;0;10;[27, 27, 917, 29];levels/training_226.txt
88;0;0;1;100;[1, 1, 80, 5];levels/training_694.txt
912;5;0;0;25;[26, 22, 828, 36];levels/training_588.txt
116;3;0;1;115;[2, 2, 102, 9];levels/training_3.txt
884;3;0;0;15;[22, 28, 804, 30];levels/training_1_60.txt
49;4;0;1;120;[1, 0, 42, 5];levels/training_53.txt
951;1;0;0;5;[16, 27, 881, 27];levels/training_157.txt
71;1;0;1;105;[2, 2, 60, 6];levels/training_474.txt
60;5;0;1;125;[1, 1, 51, 6];levels/training_459.txt
74;3;0;1;115;[0, 1, 63, 9];levels/training_1_159.txt
795;4;0;0;20;[22, 22, 735, 16];levels/training_466.txt
95;3;0;1;115;[1, 3, 85, 5];levels/training_743.txt
905;0;0;0;0;[13, 15, 858, 19];levels/training_16.txt
45;2;0;1;110;[2, 2, 36, 4];levels/training_145.txt
46;4;0;1;120;[1, 0, 41, 3];levels/training_778.txt
909;4;0;0;20;[25, 22, 834, 28];levels/training_131.txt
1000;3;0;0;15;[25, 24, 921, 30];levels/training_1_2.txt
1000;2;0;0;10;[18, 28, 922, 32];levels/training_534.txt
1000;3;0;0;15;[24, 21, 926, 29];levels/training_482.txt
166;1;1;1;105;[6, 6, 145, 8];levels/training_888.txt
834;1;0;0;5;[14, 24, 773, 23];levels/training_370.txt
65;0;0;1;100;[1, 1, 57, 5];levels/training_232.txt
533;6;5;1;105;[5, 10, 465, 52];levels/training_862.txt
52;2;0;1;110;[0, 0, 44, 7];levels/training_912.txt
350;7;1;0;25;[5, 8, 324, 13];levels/training_978.txt
1000;3;0;0;15;[25, 23, 917, 35];levels/training_306.txt
111;4;0;1;120;[3, 0, 105, 2];levels/training_14.txt
492;5;7;1;105;[12, 14, 429, 36];levels/training_464.txt
397;1;3;0;5;[9, 8, 354, 26];levels/training_1_86.txt
1000;3;0;0;15;[26, 20, 926, 28];levels/training_1_110.txt
1000;3;0;0;15;[16, 13, 941, 30];levels/training_878.txt
